alim_grp_code;alim_ssgrp_code;alim_ssssgrp_code;alim_grp_nom_eng;alim_ssgrp_nom_eng;alim_ssssgrp_nom_eng;alim_code;alim_nom_eng;alim_nom_eng;Energy. Regulation EU No 1169/2011 (kcal/100g);Energy. N x Jones' factor. with fibres (kJ/100g);Energy. N x Jones' factor. with fibres (kcal/100g);Water (g/100g);Protein (g/100g);Protein. crude. N x 6.25 (g/100g);Carbohydrate (g/100g);Fat (g/100g);Sugars (g/100g);Starch (g/100g);Fibres (g/100g);Polyols (g/100g);Ash (g/100g);Alcohol (g/100g);Organic acids (g/100g);FA saturated (g/100g);FA mono (g/100g);FA poly (g/100g);FA 4:0 (g/100g);FA 6:0 (g/100g);FA 8:0 (g/100g);FA 10:0 (g/100g);FA 12:0 (g/100g);FA 14:0 (g/100g);FA 16:0 (g/100g);FA 18:0 (g/100g);FA 18:1 n-9 cis (g/100g);FA 18:2 9c.12c (n-6) (g/100g);FA 18:3 c9.c12.c15 (n-3) (g/100g);FA 20:4 5c.8c.11c.14c (n-6) (g/100g);FA 20:5 5c.8c.11c.14c.17c (n-3) EPA (g/100g);FA 22:6 4c.7c.10c.13c.16c.19c (n-3) DHA (g/100g);Cholesterol (mg/100g);Salt (g/100g);Calcium (mg/100g);Chloride (mg/100g);Copper (mg/100g);Iron (mg/100g);Iodine (µg/100g);Magnesium (mg/100g);Manganese (mg/100g);Phosphorus (mg/100g);Potassium (mg/100g);Selenium (µg/100g);Sodium (mg/100g);Zinc (mg/100g);Retinol (µg/100g);Beta-carotene (µg/100g);Vitamin D (µg/100g);Vitamin E (mg/100g);Vitamin K1 (µg/100g);Vitamin K2 (µg/100g);Vitamin C (mg/100g);Vitamin B1 or Thiamin (mg/100g);Vitamin B2 or Riboflavin (mg/100g);Vitamin B3 or Niacin (mg/100g);Vitamin B5 or Pantothenic acid (mg/100g);Vitamin B6 (mg/100g);Vitamin B9 or Folate (µg/100g);Vitamin B12 (µg/100g)
4;401;40107;meat. egg and fish;cooked meat;other meats;36801;Ostrich. meat. cooked;Ostrich. meat. cooked;168;706;168;67.1;26.2;26.2;0;7.07;0;-;0;0;0.83;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;83;0.2;8;-;0.14;3.43;-;23;0.017;224;323;-;80;4.33;0;0;0.1;0.24;3.5;-;0;0.21;0.27;6.56;1.21;0.5;14;5.74
4;401;40108;meat. egg and fish;cooked meat;offals;40003;Brain. lamb. cooked;Brain. lamb. cooked;142;593;142;75.7;12.6;12.6;0.19;10.2;-;-;0;0;1.36;0;0;2.6;1.84;1.04;0;0;0;0;0;0.04;1.25;1.27;-;-;-;-;0;0.59;2040;0.34;12;-;0.21;1.68;1;14;0.059;337;205;-;134;1.36;0;-;-;-;-;-;12;0.11;0.24;2.47;0.99;0.11;5;9.25
4;401;40108;meat. egg and fish;cooked meat;offals;40004;Brain. pork. braised;Brain. pork. braised;174;722;174;73.8;12.4;12.4;< 0.05;13.8;-;-;0;0;1.78;0;0;3.14;3.1;1.5;< 0.0039;< 0.0039;< 0.0039;< 0.0039;< 0.0039;0.031;1.53;1.51;2.13;0.07;0.0077;0.63;< 0.0039;0.46;2430;0.33;14;115;0.31;1.5;< 20;15;0.03;390;230;70;131;1.2;< 21;-;< 0.5;0.68;< 0.8;-;14;0.067;0.08;1.8;0.7;0.11;< 5;5.11
4;401;40108;meat. egg and fish;cooked meat;offals;40007;Brain. calf. cooked;Brain. calf. cooked;141;586;141;75.4;11.5;11.5;2.05;9.63;-;-;0;0;1.4;0;0;2.18;1.74;1.49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3100;0.39;16;-;0.26;1.67;1;16;0.038;385;214;-;156;1.61;0;-;-;-;-;-;13;0.08;0.2;2.43;1;0.17;3;9.65
4;401;40108;meat. egg and fish;cooked meat;offals;40053;Heart. beef. cooked;Heart. beef. cooked;133;560;133;-;23;23;0.15;4.5;0;-;0;0;0.97;0;0;1.81;0.89;0.39;0;0;0;0;0;0.05;0.61;0.67;-;-;0.012;-;0;0;142;0.2;5;-;0.56;6.7;3;21;0.033;254;219;-;59;2.3;0;0;0.1;0.29;0.5;-;-;0.36;1.21;6.9;1.06;0.33;5;11.5
4;401;40108;meat. egg and fish;cooked meat;offals;40056;Heart. chicken. cooked;Heart. chicken. cooked;177;744;177;64.9;26.4;26.4;0.1;7.92;-;-;0;0;0.72;0;0;2.26;2.01;2.3;-;-;-;0;0;0.05;1.23;0.66;-;-;-;-;0;0;242;0.12;19;-;0.5;9.03;-;20;0.11;199;132;-;48;7.3;8;-;-;-;-;-;1.8;0.07;0.74;2.8;2.65;0.32;80;7.29
4;401;40108;meat. egg and fish;cooked meat;offals;40057;Heart. turkey. cooked;Heart. turkey. cooked;167;701;167;67.2;24.9;24.9;0;7.52;0;-;0;0;1.21;0;0;1.9;1.67;1.83;0;0;0;0.004;0.054;0.064;1.12;0.63;1.48;1.39;0.049;-;0.009;0.005;359;0.35;21;-;0.83;6.96;-;28;0.12;241;203;-;140;4.6;16;0;0;0.13;0;-;-;0.24;1.54;7.76;1.58;0.61;8;13.9
4;401;40108;meat. egg and fish;cooked meat;offals;40059;Heart. lamb. cooked;Heart. lamb. cooked;179;750;179;64.2;25;25;1.93;7.91;-;-;0;0;0.99;0;0;3.14;2.22;0.77;-;-;-;-;0.02;0.18;1.2;1.62;-;-;-;-;0.06;0.04;249;0.16;14;-;0.61;5.52;-;24;0.055;254;188;-;63;3.68;0;-;-;-;-;-;7;0.17;1.19;4.36;1.37;0.3;2;11.2
4;401;40108;meat. egg and fish;cooked meat;offals;40103;Liver. lamb. cooked;Liver. lamb. cooked;163;683;163;65;23;23;4.58;5.8;-;-;0;0;1.63;0;0;1.81;0.99;0.64;0;0;0;0;0;0.055;0.66;1.09;-;-;-;-;0;0;235;0.22;8.5;-;8.45;4.1;5;22.5;0.56;424;287;-;90;4.7;7630;-;0.51;0.38;1.6;-;17.6;0.46;4.31;18.5;12.6;0.54;457;60
4;401;40108;meat. egg and fish;cooked meat;offals;40105;Liver. young cow. cooked;Liver. young cow. cooked;165;695;165;64.1;26.3;26.3;2.2;5.71;0;-;0;0;1.77;0;0;1.69;0.63;1.02;-;-;-;-;-;0.036;0.59;1.06;0.63;0.3;0.032;0.19;0.021;0.02;204;0.21;6.14;0.1;3.46;5.8;< 5;17.8;0.32;485;351;< 2.2;77;3.82;7730;182;0.51;0.46;3.9;-;20;0.33;3.43;18;8.5;1.4;536;1.9
4;401;40108;meat. egg and fish;cooked meat;offals;40107;Liver. calf. cooked;Liver. calf. cooked;137;579;137;67.7;17.8;17.8;9.72;3.02;0;-;0;0;1.75;0;0;0.98;0.35;0.78;0;0;0;0.0025;0.0025;0.03;0.4;0.55;0;0.68;0.035;0;0;0;288;0.21;6.5;-;20.1;4.5;5;21.5;0.29;302;341;40.9;81.5;4.6;10500;43.5;2.52;0.64;1.5;-;13.2;0.15;1.72;18.8;1.81;1.03;592;52.6
4;401;40108;meat. egg and fish;cooked meat;offals;40113;Liver. pork. cooked;Liver. pork. cooked;159;669;159;64.3;26;26;3.76;4.4;-;-;0;0;1.5;0;0;1.41;0.63;1.05;0;0;0;0;0;0.02;0.53;0.84;-;-;-;-;0;0.03;355;0.12;10;-;0.63;17.9;-;14;0.3;241;150;-;49;6.72;5410;-;-;-;-;-;23.6;0.26;2.2;8.44;4.77;0.57;163;18.7
4;401;40108;meat. egg and fish;cooked meat;offals;40116;Liver. chicken. cooked;Liver. chicken. cooked;160;671;160;66.8;24.5;24.5;0.87;6.51;0;0;0;0;1.36;0;0;2.06;1.42;1.99;0;0;0;0.003;0;0.013;1.11;0.92;-;0.72;0.012;-;0;0;563;0.19;11;-;0.5;11.6;5;25;0.36;405;263;-;76;3.98;3980;30;0;0.82;0;-;27.9;0.29;1.99;11;6.67;0.76;578;16.9
4;401;40108;meat. egg and fish;cooked meat;offals;40118;Liver. turkey. cooked;Liver. turkey. cooked;182;762;182;64;27;27;0;8.18;0;-;0;0;1.47;0;0;2.3;1.04;2.17;0;0;0;0.006;0.006;0.019;1.04;1.2;0.91;1.45;0.033;-;0.016;0.053;648;0.25;19;-;1.05;1.79;-;26;0.33;312;153;-;98;4.53;10800;0;-;0.15;0;-;22.6;0.26;2.69;11.1;4.35;0.88;691;28.2
4;401;40108;meat. egg and fish;cooked meat;offals;40201;Tongue. calf. cooked;Tongue. calf. cooked;239;995;239;60.5;21;21;0.55;17;-;0;0;0;0.91;0;0;4.83;6.86;0.63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;162;0.16;9;-;0.21;2.6;-;18;0.047;166;162;-;64;3.8;0;-;-;1.1;-;-;6;0.11;0.35;2.6;1.1;0.16;9;6.8
4;401;40108;meat. egg and fish;cooked meat;offals;40203;Tongue. beef. cooked;Tongue. beef. cooked;236;985;236;59.6;23.7;23.7;0.22;15.6;0;-;0;0;0.85;0;0;6.05;5.39;1.05;0;0;0;0;0.019;0.53;3.75;1.62;5.39;0.51;0.093;0.052;0.014;0;145;0.19;14.5;-;0.13;3.5;5;9.44;0.044;144;184;< 2.2;82.5;2.2;0;0;0.4;0.3;1.2;-;1.3;0.05;0.3;3.9;1.07;0.12;7;6.62
4;401;40108;meat. egg and fish;cooked meat;offals;40303;Sweetbread. lamb. cooked;Sweetbread. lamb. cooked;228;952;228;59.7;22.8;22.8;0.25;15.1;-;-;0;0;2.15;0;0;6.84;5.45;0.74;-;-;-;-;0.09;0.65;2.89;2.98;-;-;-;-;-;-;400;0.13;12;-;0.083;2.12;-;19;0.043;431;291;-;52;2.68;0;-;-;-;-;-;20;0.02;0.21;2.56;0.85;0.05;13;5.54
4;401;40108;meat. egg and fish;cooked meat;offals;40305;Sweetbread. calf. saut_ed/pan-fried;Sweetbread. calf. saut_ed/pan-fried;149;624;149;67.2;21;21;3.11;5.8;0;-;0;0;2.88;0;0;1.65;2.3;0.39;0;0;0;0;0;0.041;0.52;0.34;-;-;0;-;0;0;275;0.16;4;-;0.072;0.5;4;24;0.021;627;435;-;59;1;0;0;0;0.09;0;-;39.4;0.09;0.1;4.4;1.77;0.08;20;4.9
4;401;40108;meat. egg and fish;cooked meat;offals;40401;Kidney. all types. cooked;Kidney. all types. cooked;163;687;163;67.1;26.5;26.5;0.37;6.23;0;0;0;0;1.31;0;0;1.36;;;0;0;0;0;0.0033;0.03;0.72;0.61;;;0.011;;0;0;451;0.23;17;;0.6;8.1;10;14;0.17;283;138;;89.3;3.45;26;0;0.73;0.08;0;;;0.42;2.51;6.26;2.52;0.59;69;19.9
4;401;40108;meat. egg and fish;cooked meat;offals;40403;Kidney. beef. cooked;Kidney. beef. cooked;171;718;171;66.9;27;27;0;7;0;0;0;0;1.31;0;0;1.29;-;-;0;0;0;0;0;0.02;0.65;0.62;-;-;0.011;-;0;0;436;0.24;19;-;0.56;9.5;10;12;0.19;304;135;-;94;3.1;0;0;1.1;0.08;0;-;-;0.43;2.97;6.5;2.34;0.66;83;26
4;401;40108;meat. egg and fish;cooked meat;offals;40405;Kidney. pork. cooked;Kidney. pork. cooked;148;624;148;67.5;25.4;25.4;1.1;4.7;-;0;0;0;1.3;0;0;1.51;1.55;0.38;0;0;0;0;0.01;0.05;0.85;0.6;-;-;-;-;0;0;480;0.2;13;-;0.68;5.29;10;18;0.15;240;143;-;80;4.15;78;-;0;-;-;-;10.6;0.4;1.59;5.79;2.87;0.46;41;7.79
4;401;40108;meat. egg and fish;cooked meat;offals;40406;Kidney. lamb. braised;Kidney. lamb. braised;139;586;139;68.5;23.7;23.7;2.97;3.62;0;0;0;0;1.29;0;0;1.23;0.77;0.67;-;-;-;-;0.01;0.04;0.51;0.63;-;-;-;-;0.06;0.04;565;0.38;18;-;0.37;12.4;10;20;0.14;290;178;-;151;3.8;137;-;0;0.41;-;-;12;0.35;2.07;5.99;2.04;0.12;81;78.9
4;401;40108;meat. egg and fish;cooked meat;offals;40408;Kidney. veal. saut_ed/pan-fried;Kidney. veal. saut_ed/pan-fried;167;701;167;67.7;26;26;0;7;0;0;0;0;0.29;0;0;2.14;1.36;0.94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;396;0.28;-;-;-;5;10;-;-;-;-;-;-;4.9;260;-;0;1.2;-;-;-;0.5;-;6.3;5.6;0.55;-;42
4;401;40108;meat. egg and fish;cooked meat;offals;40701;Preserved gizzards. duck. canned;Preserved gizzards. duck. canned;149;632;149;63.4;32.4;32.4;0;2.1;< 0.2;< 1;< 1;0;2.57;0;0;0.7;0.55;0.31;< 0.002;< 0.002;< 0.002;< 0.002;< 0.002;0.011;0.42;0.22;0.51;0.17;< 0.005;0.12;< 0.004;< 0.004;355;1.92;8.5;-;< 0.1;9.4;32;18.3;< 0.1;126;214;37;766;6;< 2;< 30;< 0.5;0.12;-;-;< 1;0.14;0.2;3.6;0.3;0.12;< 20;6.8
4;402;40201;meat. egg and fish;raw meat;beef and veal;6001;Beef. rib. raw;Beef. rib. raw;147;618;147;-;20.5;20.5;0;7.28;0;-;0;0;0.69;0;0;3.67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.12;9.5;-;-;2.15;2.4;18;-;188;355;-;48.3;-;-;-;-;-;-;-;0;0.08;0.17;4.5;-;0.42;6.9;1.4
4;402;40201;meat. egg and fish;raw meat;beef and veal;6002;Beef. shoulder. raw;Beef. shoulder. raw;168;703;168;69;20.4;20.4;0;9.64;0;-;0;0;1.04;0;0;4.02;4.62;0.51;0;0;0;0;0;0.28;2.38;1.2;3.79;0.23;0.099;0.11;0.001;0;65;0.17;7.38;-;0.073;2.29;0.95;22.5;0.012;192;342;7.25;67.5;5.46;8.67;0;0.55;0.32;1.5;-;0;0.057;0.19;5.38;0.77;0.5;5;1.84
4;402;40201;meat. egg and fish;raw meat;beef and veal;6102;Beef. round. raw;Beef. round. raw;148;622;148;68.9;21.3;21.3;0;7.05;0;-;0;0;1.01;0;0;2.72;3.67;0.32;0;0;0;0.028;0.019;0.21;1.66;0.81;2.57;0.12;0.079;0.061;0;0;68;0.14;10.3;-;0.086;1.85;0.9;22;0.012;185;334;6.5;54.3;4.16;3;0;0.4;0.29;1.4;-;0;0.063;0.13;6.09;0.75;0.56;9;1.45
4;402;40201;meat. egg and fish;raw meat;beef and veal;6103;Beef. rib steak. raw;Beef. rib steak. raw;231;961;231;62.5;19.4;19.4;0;17.1;0;-;0;0;0.94;0;0;8.07;6.36;0.48;0;0;0;0.013;0.014;0.54;4.29;2.68;5.02;0.19;0.053;0.2;0;0;69;0.075;5.44;-;0.066;2.21;1.1;19.5;0.011;154;270;8.13;29.8;4.25;14.5;0;0.45;0.66;1.5;-;0;0.069;0.2;3.91;0.6;0.29;4;1.85
4;402;40201;meat. egg and fish;raw meat;beef and veal;6111;Beef. sirloin steak. raw;Beef. sirloin steak. raw;152;639;152;70.5;22.3;22.3;0.6;6.74;0;-;0;0;1.04;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;67.3;0.082;9.28;-;0.076;2.26;0.9;21.3;0.011;189;318;10.6;32.2;3.26;19;0;0.55;0.37;1.4;-;0;0.059;0.15;5.77;0.73;0.48;9.6;1.19
4;402;40201;meat. egg and fish;raw meat;beef and veal;6112;Beef. sirloin steak. red label. raw;Beef. sirloin steak. red label. raw;121;513;121;72.6;24.1;24.1;traces;2.8;0;-;0;0;-;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
4;402;40201;meat. egg and fish;raw meat;beef and veal;6122;Beef. short ribs. raw;Beef. short ribs. raw;287;1190;287;58.2;18.4;18.4;0;23.7;0;-;0;0;0.68;0;0;10.6;9.57;0.6;0;0;0;0.14;0.018;0.8;6.01;3.12;7.28;0.22;0.06;0.17;0;0;76;0.12;9;-;0.053;1.9;-;14;0.011;137;232;6.68;49;3.08;0;-;-;-;-;-;0;0.071;0.12;3.72;0.24;0.25;5;2.57
4;402;40201;meat. egg and fish;raw meat;beef and veal;6130;Beef. thin flank. raw;Beef. thin flank. raw;154;643;154;71.5;19;19;0;8.63;0;-;0;0;0.91;0;0;3.91;2.96;0.46;0;0;0;0.009;0.0051;0.2;1.88;1.56;2.42;0.19;0.039;-;0.005;0.002;71;0.15;6;-;0.17;3.68;-;19;0.17;142;242;11.8;59.3;4.51;4;0;0.1;0.15;1.5;-;0;0.1;0.56;3.97;1.13;0.29;3;4.61
4;402;40201;meat. egg and fish;raw meat;beef and veal;6140;Beef. cheek. raw;Beef. cheek. raw;136;571;136;73.2;22.3;22.3;0.4;5.02;0;-;0;0;0.19;0;0;1.81;1.75;0.51;-;-;-;-;0.0035;0.1;0.87;0.68;1.35;0.23;0.04;-;-;-;-;0.18;-;-;-;3.18;-;-;-;-;-;14.4;71;2.7;-;-;-;-;-;-;-;-;-;4.67;-;0.15;-;7.24
4;402;40201;meat. egg and fish;raw meat;beef and veal;6150;Beef. knuckle. raw;Beef. knuckle. raw;122;513;122;72.5;20.9;20.9;0;4.25;0;-;0;0;0.96;0;0;1.22;1.43;0.15;0;0;0;0;0;0.094;0.77;0.36;1.43;0.14;0.0076;-;-;-;59;0.14;5;-;0.074;1.96;-;24;0.011;215;363;-;54;5.32;0;0;-;0.21;0;-;0;0.071;0.19;5.01;0.73;0.53;11;4.49
4;402;40201;meat. egg and fish;raw meat;beef and veal;6160;Beef. topside. raw;Beef. topside. raw;116;488;116;74.8;23.1;23.1;0.57;2.34;0;-;0;0;1.05;0;0;0.8;0.82;0.19;0;0;0;0.004;0;0.044;0.47;0.23;0.64;0.068;0.014;0.058;0.004;0.002;61.5;0.078;7.93;-;0.061;2.75;0.9;17;0.006;196;329;10.1;31.1;3.46;3;0;0.4;0.23;1.5;-;0;0.06;0.18;5.21;0.63;0.51;5.5;1.16
4;402;40201;meat. egg and fish;raw meat;beef and veal;6201;Beef. steak or beef steak. raw;Beef. steak or beef steak. raw;223;926;223;63.1;19.2;19.2;0;16.2;0;-;0;0;0.96;0;0;6.75;7.31;0.59;0;0;0;0.05;0.04;0.55;4.13;1.96;5.87;0.32;0.13;0.14;0;0;67;0.15;6;52;0.071;1.93;1;19.8;0.012;174;307;6.5;58.7;4.03;15;0;0.6;0.48;0;-;0;0.075;0.16;4.44;0.52;0.42;5.77;2.18
4;402;40201;meat. egg and fish;raw meat;beef and veal;6202;Beef. bolar-blade. raw;Beef. bolar-blade. raw;118;495;118;74.5;21.8;21.8;0;3.36;0;-;0;0;1.17;0;0;1.23;1.21;0.25;-;-;-;-;0.0022;0.076;0.71;0.36;0.95;0.094;0.018;-;-;-;59;0.097;4.95;-;0.09;2.86;-;22;-;192;354;10.7;37.9;4.59;0;0;-;0.13;-;-;0;0.12;0.19;4.43;-;0.44;7;1.89
4;402;40201;meat. egg and fish;raw meat;beef and veal;6204;Beef. hanger steak. raw;Beef. hanger steak. raw;139;584;139;-;20;20;0;6.6;0;-;0;0;0.13;0;0;2.46;1.87;0.29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.13;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
4;402;40201;meat. egg and fish;raw meat;beef and veal;6206;Beef. rump steak. raw;Beef. rump steak. raw;114;482;114;70.9;22.5;22.5;0.4;2.5;0;-;0;0;1.06;0;0;0.78;0.86;0.16;0;0;0;0.0011;0.00086;0.056;0.48;0.24;0.86;0.081;0.031;0.046;0.00095;0.00047;63;0.13;7.33;-;0.067;2.48;0.9;16.5;0.0075;195;326;9.3;50.5;3.54;6;0;0.5;0.29;1.5;-;0;0.062;0.21;6.17;0.58;0.57;5;1.52
4;402;40201;meat. egg and fish;raw meat;beef and veal;6212;Beef. flank steak. raw;Beef. flank steak. raw;133;557;133;73.7;20.4;20.4;0;5.67;0;-;0;0;1;0;0;2.2;2.26;0.31;0;0;0;0.014;0.004;0.15;1.25;0.64;1.72;0.13;0.028;-;0;0;65;0.085;14.2;-;0.072;3.31;-;22;0.012;195;328;11;34.4;6.8;0;0;-;0.31;1.2;-;0;0.066;0.1;4.17;0.61;0.26;11;3.12
4;402;40201;meat. egg and fish;raw meat;beef and veal;6231;Beef. stewing meat. raw;Beef. stewing meat. raw;164;686;164;-;24;24;0;7.5;0;-;0;0;0.12;0;0;2.7;2.64;0.25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.1;18;-;-;2.1;-;-;-;-;-;-;41.8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
4;402;40201;meat. egg and fish;raw meat;beef and veal;6250;Beef. minced steak. 5% fat. raw;Beef. minced steak. 5% fat. raw;130;547;130;74;21.9;21.9;0.3;4.59;0;-;0;0;1.01;0;0;1.64;1.86;0.3;0;0;0;0;0.0026;0.1;0.93;0.5;1.44;0.11;0.024;0.04;0;0;62;0.097;7;-;0.082;2.65;0.8;22;0.011;184;353;6.72;37.8;4.54;4;0;0.25;0.2;0.3;-;0;0.048;0.17;4.7;0.64;0.34;6;2.12
4;402;40201;meat. egg and fish;raw meat;beef and veal;6252;Beef. minced steak. 10% fat. raw;Beef. minced steak. 10% fat. raw;171;713;171;69;20;20;< 0.05;10.1;0;-;0;0;0.95;0;0;2.88;4.62;0.34;0;0;0;0;0.0061;0.21;1.66;1;-;0.21;0.051;-;0;0;65;0.16;12;-;0.072;2.24;6.8;20;0.01;184;321;13.9;64.7;4.79;4;0;0.1;0.17;0.8;6.7;0;0.042;0.15;5.07;0.6;0.37;6;2.21
4;402;40201;meat. egg and fish;raw meat;beef and veal;6254;Beef. minced steak. 15% fat. raw;Beef. minced steak. 15% fat. raw;209;873;209;67.2;20.2;20.2;0.47;14.1;0;0;0;0;0.9;0;0;5.71;6.06;0.55;0;0;0;0;0.0098;0.38;3.19;1.75;4.65;0.2;0.049;0.13;0.002;0.001;67;0.1;9.33;-;0.069;2.64;1;20;0.011;171;302;6.78;41.7;4.8;9.5;0;0.35;0.26;1.3;-;1;0.048;0.17;4.1;0.51;0.2;5.75;1.9
4;402;40201;meat. egg and fish;raw meat;beef and veal;6256;Beef. minced steak. 20% fat. raw;Beef. minced steak. 20% fat. raw;249;1030;249;61.4;17.3;17.3;0;20;0;-;0;0;0.84;0;0;7.99;8.85;0.52;0;0;0;0;0.014;0.59;4.28;2.36;-;-;0.051;-;0;0;71;0.16;12.7;-;0.061;1.94;6.8;17;0.01;158;270;12.7;64;4.18;4;0;0.1;0.17;1.8;-;0;0.043;0.15;4.23;0.5;0.32;7;2.14
4;402;40201;meat. egg and fish;raw meat;beef and veal;6270;Beef. chuck. raw;Beef. chuck. raw;144;602;144;72.3;21.2;21.2;0;6.54;0;-;0;0;1.19;0;0;2.59;2.61;0.35;0;0;0;0;0.0044;0.15;1.42;0.81;2.05;0.13;0.031;-;0;0;67;0.12;7.45;-;0.087;2.5;-;25;0.012;223;343;10.2;49;5.51;3;0;0.1;0.2;1.5;-;0;0.08;0.21;3.67;0.86;0.27;3;2.77
4;402;40201;meat. egg and fish;raw meat;beef and veal;6510;Veal. chop. raw;Veal. chop. raw;189;787;189;68.9;18.3;18.3;0;12.9;0;-;0;0;0.97;0;0;4.84;5.54;0.93;0;0;0;0.01;0.11;0.64;2.6;1.33;4.29;0.74;0.036;0.049;0;0;82;0.11;11.5;-;0.1;1.26;2.8;22;0.027;184;290;5.62;43.4;4.29;0;-;-;0.21;-;-;0;0.07;0.23;2.69;1.13;0.2;12;2.82
4;402;40201;meat. egg and fish;raw meat;beef and veal;6513;Veal. loin. raw;Veal. loin. raw;145;606;145;74.1;19.5;19.5;0.4;7.25;0;-;0;0;1.08;0;0;3.18;2.08;0.38;0;0;0;0;0.02;0.22;1.2;0.75;-;-;-;-;0;0;82;0.22;15.3;-;0.12;1.45;-;25;0.028;208;327;-;89.3;3.2;0;0;0;0.27;4.6;-;0;0.08;0.27;7.63;1.26;0.44;15;1.37
4;402;40201;meat. egg and fish;raw meat;beef and veal;6521;Veal. escalope. raw;Veal. escalope. raw;108;457;108;73.7;20.7;20.7;0.58;2.6;0;-;0;0;1.08;0;0;0.6;0.83;0.95;-;-;-;-;0.0029;0.048;0.36;0.19;0.83;0.63;0.044;0.22;0.042;0.011;-;0.097;10;73;0.09;2;2.52;21;0.013;171;380;7.2;38.7;2.56;traces;-;-;0.15;-;-;-;0.13;0.28;5.7;0.85;0.44;5;2
4;402;40201;meat. egg and fish;raw meat;beef and veal;6522;Veal. tenderloin. raw;Veal. tenderloin. raw;111;467;111;75.4;21.8;21.8;0;2.58;0;-;0;0;1.12;0;0;0.79;0.92;0.36;0;0;0;0;0.013;0.086;0.45;0.23;0.7;0.25;0.0063;0.057;0;0;78;0.19;9;-;0.11;0.92;-;26;0.029;220;367;6.95;74.5;2.64;0;0;0;0.3;3.9;-;0;0.08;0.27;7.41;1.07;0.53;14;2.08
4;402;40201;meat. egg and fish;raw meat;beef and veal;6530;Veal fillet. raw;Veal fillet. raw;95;402;95;-;20.6;20.6;0;1.4;0;-;0;0;0.25;0;0;0.5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.24;12;-;-;2;2.4;-;-;-;-;-;95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
4;402;40201;meat. egg and fish;raw meat;beef and veal;6535;Veal. minced steak. 20% fat. raw;Veal. minced steak. 20% fat. raw;243;1010;243;-;16.7;16.7;0.4;19.5;0;-;0;0;0.2;0;0;8.5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.19;11;-;-;0.84;-;-;-;-;-;-;74.5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
4;402;40201;meat. egg and fish;raw meat;beef and veal;6536;Veal. minced steak. 15% fat. raw;Veal. minced steak. 15% fat. raw;208;864;208;-;18.2;18.2;traces;15;0;-;0;0;0.17;0;0;6.2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
4;402;40201;meat. egg and fish;raw meat;beef and veal;6540;Veal. breast. raw;Veal. breast. raw;176;733;176;70.3;18.7;18.7;0;11.2;0;-;0;0;0.9;0;0;3.1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;71;0.22;8;-;0.094;1.22;2.8;18;0.01;172;286;8;82.5;2.33;-;0;-;-;-;-;-;-;-;-;-;-;-;-
4;402;40201;meat. egg and fish;raw meat;beef and veal;6550;Veal. roast. raw;Veal. roast. raw;145;611;145;66.5;27.3;27.3;0;3.96;0;0;0;0;1.19;0;0;2.39;0.56;0.18;-;-;-;0;0.082;0.24;1.2;0.36;0.56;0.14;0.0066;0.0011;0.022;0.0057;26.2;0.2;7;-;0.11;1.35;< 5;27;0.029;223;372;9.11;79;2.34;0;0;1.3;0.29;-;-;0;0.08;0.28;9.56;1.09;0.47;14;1.05
4;402;40201;meat. egg and fish;raw meat;beef and veal;6560;Veal. shoulder. raw;Veal. shoulder. raw;124;523;124;74.9;20.7;20.7;0;4.63;0;0;0;0;1.07;0;0;1.55;1.86;0.47;-;-;-;0;0.03;0.2;0.86;0.43;1.42;0.34;0.013;0.059;-;-;86;0.15;16;-;0.12;1.16;2.8;24;0.029;208;311;6.9;61.1;3.98;0;0;0.5;0.26;-;-;0;0.09;0.29;6;1.45;0.38;11;2.69
4;402;40201;meat. egg and fish;raw meat;beef and veal;6580;Calf. foot. raw;Calf. foot. raw;184;769;184;-;19.1;19.1;traces;12;0;-;0;0;0.67;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.12;11;-;-;2.9;-;15;-;206;320;-;48;-;-;-;-;-;-;-;0;0.18;0.27;6.3;-;0.2;6.9;1.4
